sentence,compound,positive,negative,neutral,label,title
There arises thus a certain insincerity in our philosophic discussions: the potentest of all our premises is never mentioned.,-0.0772,0.102,0.117,0.78,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"I am sure it would contribute to clearness if in these lectures we should break this rule and mention it, and I accordingly feel free to do so.",0.6808,0.189,0.0,0.811,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Of course I am talking here of very positively marked men, men of radical idiosyncracy, who have set their stamp and likeness on philosophy and figure in its history.",0.5709,0.12,0.0,0.88,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Plato, Locke, Hegel, Spencer, are such temperamental thinkers.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Most of us have, of course, no very definite intellectual temperament, we are a mixture of opposite ingredients, each one present very moderately.",0.5819,0.22,0.081,0.699,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"We hardly know our own preferences in abstract matters; some of us are easily talked out of them, and end by following the fashion or taking up with the beliefs of the most impressive philosopher in our neighborhood, whoever he may be.",0.7264,0.154,0.0,0.846,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"But the one thing that has COUNTED so far in philosophy is that a man should see things, see them straight in his own peculiar way, and be dissatisfied with any opposite way of seeing them.",-0.0387,0.107,0.086,0.807,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
There is no reason to suppose that this strong temperamental vision is from now onward to count no longer in the history of man's beliefs.,0.3559,0.188,0.141,0.671,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Now the particular difference of temperament that I have in mind in making these remarks is one that has counted in literature, art, government and manners as well as in philosophy.",0.2732,0.068,0.0,0.932,positive,Pragmatism: A New Name for Some Old Ways of Thinking
In manners we find formalists and free-and-easy persons.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"In government, authoritarians and anarchists.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"In literature, purists or academicals, and realists.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"In art, classics and romantics.",0.4404,0.42,0.0,0.58,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"You recognize these contrasts as familiar; well, in philosophy we have a very similar contrast expressed in the pair of terms 'rationalist' and 'empiricist,' 'empiricist' meaning your lover of facts in all their crude variety, 'rationalist' meaning your devotee to abstract and eternal principles.",0.5859,0.166,0.072,0.762,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"No one can live an hour without both facts and principles, so it is a difference rather of emphasis; yet it breeds antipathies of the most pungent character between those who lay the emphasis differently; and we shall find it extraordinarily convenient to express a certain contrast in men's ways of taking their universe, by talking of the 'empiricist' and of the 'rationalist' temper.",-0.4404,0.032,0.076,0.893,negative,Pragmatism: A New Name for Some Old Ways of Thinking
These terms make the contrast simple and massive.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
More simple and massive than are usually the men of whom the terms are predicated.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"For every sort of permutation and combination is possible in human nature; and if I now proceed to define more fully what I have in mind when I speak of rationalists and empiricists, by adding to each of those titles some secondary qualifying characteristics, I beg you to regard my conduct as to a certain extent arbitrary.",0.2732,0.04,0.0,0.96,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"I select types of combination that nature offers very frequently, but by no means uniformly, and I select them solely for their convenience in helping me to my ulterior purpose of characterizing pragmatism.",0.0,0.081,0.081,0.838,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
Historically we find the terms 'intellectualism' and 'sensationalism' used as synonyms of 'rationalism' and 'empiricism.',0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Well, nature seems to combine most frequently with intellectualism an idealistic and optimistic tendency.",0.8646,0.516,0.0,0.484,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Empiricists on the other hand are not uncommonly materialistic, and their optimism is apt to be decidedly conditional and tremulous.",0.6637,0.258,0.087,0.655,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Rationalism is always monistic.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"It starts from wholes and universals, and makes much of the unity of things.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Empiricism starts from the parts, and makes of the whole a collection-is not averse therefore to calling itself pluralistic.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Rationalism usually considers itself more religious than empiricism, but there is much to say about this claim, so I merely mention it.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"It is a true claim when the individual rationalist is what is called a man of feeling, and when the individual empiricist prides himself on being hard-headed.",0.5106,0.158,0.0,0.842,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"In that case the rationalist will usually also be in favor of what is called free-will, and the empiricist will be a fatalist--I use the terms most popularly current.",0.6997,0.182,0.0,0.818,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"The rationalist finally will be of dogmatic temper in his affirmations, while the empiricist may be more sceptical and open to discussion.",-0.6478,0.0,0.209,0.791,negative,Pragmatism: A New Name for Some Old Ways of Thinking
I will write these traits down in two columns.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
I think you will practically recognize the two types of mental make-up that I mean if I head the columns by the titles 'tender-minded' and 'tough-minded' respectively.,0.34,0.094,0.0,0.906,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"THE TENDER-MINDED Rationalistic (going by 'principles'), Intellectualistic, Idealistic, Optimistic, Religious, Free-willist, Monistic, Dogmatical.",0.7506,0.425,0.0,0.575,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"THE TOUGH-MINDED Empiricist (going by 'facts'), Sensationalistic, Materialistic, Pessimistic, Irreligious, Fatalistic, Pluralistic, Sceptical.",-0.6908,0.0,0.401,0.599,negative,Pragmatism: A New Name for Some Old Ways of Thinking
Pray postpone for a moment the question whether the two contrasted mixtures which I have written down are each inwardly coherent and self-consistent or not--I shall very soon have a good deal to say on that point.,0.552,0.142,0.05,0.808,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"It suffices for our immediate purpose that tender-minded and tough-minded people, characterized as I have written them down, do both exist.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Each of you probably knows some well-marked example of each type, and you know what each example thinks of the example on the other side of the line.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
They have a low opinion of each other.,-0.2732,0.0,0.259,0.741,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Their antagonism, whenever as individuals their temperaments have been intense, has formed in all ages a part of the philosophic atmosphere of the time.",-0.3818,0.052,0.115,0.833,negative,Pragmatism: A New Name for Some Old Ways of Thinking
It forms a part of the philosophic atmosphere to-day.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
The tough think of the tender as sentimentalists and soft-heads.,0.0516,0.152,0.134,0.714,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"The tender feel the tough to be unrefined, callous, or brutal.",-0.6808,0.0,0.384,0.616,negative,Pragmatism: A New Name for Some Old Ways of Thinking
Their mutual reaction is very much like that that takes place when Bostonian tourists mingle with a population like that of Cripple Creek.,0.6764,0.217,0.0,0.783,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Each type believes the other to be inferior to itself; but disdain in the one case is mingled with amusement, in the other it has a dash of fear.",-0.7935,0.087,0.274,0.639,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Now, as I have already insisted, few of us are tender-foot Bostonians pure and simple, and few are typical Rocky Mountain toughs, in philosophy.",-0.2023,0.0,0.076,0.924,negative,Pragmatism: A New Name for Some Old Ways of Thinking
Most of us have a hankering for the good things on both sides of the line.,0.4404,0.172,0.0,0.828,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Facts are good, of course--give us lots of facts.",0.4404,0.266,0.0,0.734,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Principles are good--give us plenty of principles.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"The world is indubitably one if you look at it in one way, but as indubitably is it many, if you look at it in another.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
It is both one and many--let us adopt a sort of pluralistic monism.,0.1779,0.134,0.0,0.866,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Everything of course is necessarily determined, and yet of course our wills are free: a sort of free-will determinism is the true philosophy.",0.8176,0.309,0.0,0.691,positive,Pragmatism: A New Name for Some Old Ways of Thinking
The evil of the parts is undeniable; but the whole can't be evil: so practical pessimism may be combined with metaphysical optimism.,-0.8279,0.135,0.354,0.511,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"And so forth--your ordinary philosophic layman never being a radical, never straightening out his system, but living vaguely in one plausible compartment of it or another to suit the temptations of successive hours.",0.3919,0.079,0.0,0.921,positive,Pragmatism: A New Name for Some Old Ways of Thinking
But some of us are more than mere laymen in philosophy.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"We are worthy of the name of amateur athletes, and are vexed by too much inconsistency and vacillation in our creed.",0.4404,0.127,0.0,0.873,positive,Pragmatism: A New Name for Some Old Ways of Thinking
We cannot preserve a good intellectual conscience so long as we keep mixing incompatibles from opposite sides of the line.,-0.6259,0.0,0.231,0.769,negative,Pragmatism: A New Name for Some Old Ways of Thinking
And now I come to the first positively important point which I wish to make.,0.7845,0.441,0.0,0.559,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Never were as many men of a decidedly empiricist proclivity in existence as there are at the present day.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Our children, one may say, are almost born scientific.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
But our esteem for facts has not neutralized in us all religiousness.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
It is itself almost religious.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
Our scientific temper is devout.,-0.4215,0.0,0.412,0.588,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Now take a man of this type, and let him be also a philosophic amateur, unwilling to mix a hodge-podge system after the fashion of a common layman, and what does he find his situation to be, in this blessed year of our Lord 1906?",0.6833,0.104,0.0,0.896,positive,Pragmatism: A New Name for Some Old Ways of Thinking
He wants facts; he wants science; but he also wants a religion.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
And being an amateur and not an independent originator in philosophy he naturally looks for guidance to the experts and professionals whom he finds already in the field.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"A very large number of you here present, possibly a majority of you, are amateurs of just this sort.",0.1477,0.09,0.0,0.91,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Now what kinds of philosophy do you find actually offered to meet your need?,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"You find an empirical philosophy that is not religious enough, and a religious philosophy that is not empirical enough for your purpose.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"If you look to the quarter where facts are most considered you find the whole tough-minded program in operation, and the 'conflict between science and religion' in full blast.",-0.3182,0.0,0.076,0.924,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Either it is that Rocky Mountain tough of a Haeckel with his materialistic monism, his ether-god and his jest at your God as a 'gaseous vertebrate'; or it is Spencer treating the world's history as a redistribution of matter and motion solely, and bowing religion politely out at the front door:--she may indeed continue to exist, but she must never show her face inside the temple.",0.09,0.041,0.02,0.94,positive,Pragmatism: A New Name for Some Old Ways of Thinking
For a hundred and fifty years past the progress of science has seemed to mean the enlargement of the material universe and the diminution of man's importance.,0.6486,0.181,0.0,0.819,positive,Pragmatism: A New Name for Some Old Ways of Thinking
The result is what one may call the growth of naturalistic or positivistic feeling.,0.7184,0.389,0.0,0.611,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Man is no law-giver to nature, he is an absorber.",-0.296,0.0,0.196,0.804,negative,Pragmatism: A New Name for Some Old Ways of Thinking
She it is who stands firm; he it is who must accommodate himself.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Let him record truth, inhuman tho it be, and submit to it!",0.3802,0.191,0.0,0.809,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"The romantic spontaneity and courage are gone, the vision is materialistic and depressing.",0.6486,0.405,0.133,0.462,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Ideals appear as inert by-products of physiology; what is higher is explained by what is lower and treated forever as a case of 'nothing but'--nothing but something else of a quite inferior sort.,-0.6357,0.04,0.16,0.8,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"You get, in short, a materialistic universe, in which only the tough-minded find themselves congenially at home.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"If now, on the other hand, you turn to the religious quarter for consolation, and take counsel of the tender-minded philosophies, what do you find?",0.4939,0.118,0.0,0.882,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Religious philosophy in our day and generation is, among us English-reading people, of two main types.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"One of these is more radical and aggressive, the other has more the air of fighting a slow retreat.",-0.3744,0.085,0.206,0.709,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"By the more radical wing of religious philosophy I mean the so-called transcendental idealism of the Anglo-Hegelian school, the philosophy of such men as Green, the Cairds, Bosanquet, and Royce.",0.4019,0.088,0.0,0.912,positive,Pragmatism: A New Name for Some Old Ways of Thinking
This philosophy has greatly influenced the more studious members of our protestant ministry.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"It is pantheistic, and undoubtedly it has already blunted the edge of the traditional theism in protestantism at large.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"That theism remains, however.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"It is the lineal descendant, through one stage of concession after another, of the dogmatic scholastic theism still taught rigorously in the seminaries of the catholic church.",-0.1027,0.0,0.051,0.949,negative,Pragmatism: A New Name for Some Old Ways of Thinking
For a long time it used to be called among us the philosophy of the Scottish school.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
It is what I meant by the philosophy that has the air of fighting a slow retreat.,-0.1779,0.104,0.145,0.751,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Between the encroachments of the hegelians and other philosophers of the 'Absolute,' on the one hand, and those of the scientific evolutionists and agnostics, on the other, the men that give us this kind of a philosophy, James Martineau, Professor Bowne, Professor Ladd and others, must feel themselves rather tightly squeezed.",0.4939,0.061,0.0,0.939,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Fair-minded and candid as you like, this philosophy is not radical in temper.",0.5903,0.305,0.0,0.695,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"It is eclectic, a thing of compromises, that seeks a modus vivendi above all things.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"It accepts the facts of darwinism, the facts of cerebral physiology, but it does nothing active or enthusiastic with them.",-0.6887,0.066,0.253,0.681,negative,Pragmatism: A New Name for Some Old Ways of Thinking
It lacks the victorious and aggressive note.,-0.1531,0.0,0.211,0.789,negative,Pragmatism: A New Name for Some Old Ways of Thinking
It lacks prestige in consequence; whereas absolutism has a certain prestige due to the more radical style of it.,0.2732,0.11,0.0,0.89,positive,Pragmatism: A New Name for Some Old Ways of Thinking
These two systems are what you have to choose between if you turn to the tender-minded school.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"And if you are the lovers of facts I have supposed you to be, you find the trail of the serpent of rationalism, of intellectualism, over everything that lies on that side of the line.",0.5859,0.163,0.069,0.767,positive,Pragmatism: A New Name for Some Old Ways of Thinking
You escape indeed the materialism that goes with the reigning empiricism; but you pay for your escape by losing contact with the concrete parts of life.,-0.3818,0.112,0.164,0.724,negative,Pragmatism: A New Name for Some Old Ways of Thinking
The more absolutistic philosophers dwell on so high a level of abstraction that they never even try to come down.,0.1935,0.089,0.0,0.911,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"The absolute mind which they offer us, the mind that makes our universe by thinking it, might, for aught they show us to the contrary, have made any one of a million other universes just as well as this.",0.2732,0.054,0.0,0.946,positive,Pragmatism: A New Name for Some Old Ways of Thinking
You can deduce no single actual particular from the notion of it.,-0.296,0.0,0.167,0.833,negative,Pragmatism: A New Name for Some Old Ways of Thinking
It is compatible with any state of things whatever being true here below.,0.4215,0.189,0.0,0.811,positive,Pragmatism: A New Name for Some Old Ways of Thinking
And the theistic God is almost as sterile a principle.,0.2732,0.208,0.0,0.792,positive,Pragmatism: A New Name for Some Old Ways of Thinking
You have to go to the world which he has created to get any inkling of his actual character: he is the kind of god that has once for all made that kind of a world.,0.4228,0.103,0.0,0.897,positive,Pragmatism: A New Name for Some Old Ways of Thinking
The God of the theistic writers lives on as purely abstract heights as does the Absolute.,0.2732,0.123,0.0,0.877,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Absolutism has a certain sweep and dash about it, while the usual theism is more insipid, but both are equally remote and vacuous.",-0.1522,0.065,0.091,0.844,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"What you want is a philosophy that will not only exercise your powers of intellectual abstraction, but that will make some positive connexion with this actual world of finite human lives.",0.802,0.233,0.0,0.767,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"You want a system that will combine both things, the scientific loyalty to facts and willingness to take account of them, the spirit of adaptation and accommodation, in short, but also the old confidence in human values and the resultant spontaneity, whether of the religious or of the romantic type.",0.9418,0.298,0.0,0.702,positive,Pragmatism: A New Name for Some Old Ways of Thinking
And this is then your dilemma: you find the two parts of your quaesitum hopelessly separated.,-0.5994,0.0,0.259,0.741,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"You find empiricism with inhumanism and irreligion; or else you find a rationalistic philosophy that indeed may call itself religious, but that keeps out of all definite touch with concrete facts and joys and sorrows.",0.5499,0.168,0.082,0.75,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"I am not sure how many of you live close enough to philosophy to realize fully what I mean by this last reproach, so I will dwell a little longer on that unreality in all rationalistic systems by which your serious believer in facts is so apt to feel repelled.",-0.1239,0.037,0.068,0.895,negative,Pragmatism: A New Name for Some Old Ways of Thinking
I wish that I had saved the first couple of pages of a thesis which a student handed me a year or two ago.,0.6705,0.244,0.0,0.756,positive,Pragmatism: A New Name for Some Old Ways of Thinking
They illustrated my point so clearly that I am sorry I cannot read them to you now.,0.4924,0.196,0.073,0.731,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"This young man, who was a graduate of some Western college, began by saying that he had always taken for granted that when you entered a philosophic class-room you had to open relations with a universe entirely distinct from the one you left behind you in the street.",0.25,0.043,0.0,0.957,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"The two were supposed, he said, to have so little to do with each other, that you could not possibly occupy your mind with them at the same time.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"The world of concrete personal experiences to which the street belongs is multitudinous beyond imagination, tangled, muddy, painful and perplexed.",-0.6369,0.0,0.224,0.776,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"The world to which your philosophy-professor introduces you is simple, clean and noble.",0.6908,0.341,0.0,0.659,positive,Pragmatism: A New Name for Some Old Ways of Thinking
The contradictions of real life are absent from it.,-0.3182,0.0,0.223,0.777,negative,Pragmatism: A New Name for Some Old Ways of Thinking
Its architecture is classic.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Principles of reason trace its outlines, logical necessities cement its parts.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
Purity and dignity are what it most expresses.,0.4019,0.278,0.0,0.722,positive,Pragmatism: A New Name for Some Old Ways of Thinking
It is a kind of marble temple shining on a hill.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"In point of fact it is far less an account of this actual world than a clear addition built upon it, a classic sanctuary in which the rationalist fancy may take refuge from the intolerably confused and gothic character which mere facts present.",0.0772,0.059,0.052,0.888,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"It is no EXPLANATION of our concrete universe, it is another thing altogether, a substitute for it, a remedy, a way of escape.",-0.128,0.078,0.1,0.822,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Its temperament, if I may use the word temperament here, is utterly alien to the temperament of existence in the concrete.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
REFINEMENT is what characterizes our intellectualist philosophies.,0.4588,0.333,0.0,0.667,positive,Pragmatism: A New Name for Some Old Ways of Thinking
They exquisitely satisfy that craving for a refined object of contemplation which is so powerful an appetite of the mind.,0.7661,0.28,0.0,0.72,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"But I ask you in all seriousness to look abroad on this colossal universe of concrete facts, on their awful bewilderments, their surprises and cruelties, on the wildness which they show, and then to tell me whether 'refined' is the one inevitable descriptive adjective that springs to your lips.",-0.8126,0.042,0.174,0.784,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Refinement has its place in things, true enough.",0.4215,0.286,0.0,0.714,positive,Pragmatism: A New Name for Some Old Ways of Thinking
But a philosophy that breathes out nothing but refinement will never satisfy the empiricist temper of mind.,-0.7858,0.0,0.331,0.669,negative,Pragmatism: A New Name for Some Old Ways of Thinking
It will seem rather a monument of artificiality.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"So we find men of science preferring to turn their backs on metaphysics as on something altogether cloistered and spectral, and practical men shaking philosophy's dust off their feet and following the call of the wild.",-0.2263,0.0,0.079,0.921,negative,Pragmatism: A New Name for Some Old Ways of Thinking
Truly there is something a little ghastly in the satisfaction with which a pure but unreal system will fill a rationalist mind.,0.4404,0.187,0.0,0.813,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Leibnitz was a rationalist mind, with infinitely more interest in facts than most rationalist minds can show.",0.5095,0.18,0.0,0.82,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Yet if you wish for superficiality incarnate, you have only to read that charmingly written 'Theodicee' of his, in which he sought to justify the ways of God to man, and to prove that the world we live in is the best of possible worlds.",0.9042,0.229,0.0,0.771,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Let me quote a specimen of what I mean.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Among other obstacles to his optimistic philosophy, it falls to Leibnitz to consider the number of the eternally damned.",-0.3818,0.151,0.218,0.63,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"That it is infinitely greater, in our human case, than that of those saved he assumes as a premise from the theologians, and then proceeds to argue in this way.",0.4404,0.157,0.071,0.772,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Even then, he says: ""The evil will appear as almost nothing in comparison with the good, if we once consider the real magnitude of the City of God.",-0.1027,0.145,0.128,0.727,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Coelius Secundus Curio has written a little book, 'De Amplitudine Regni Coelestis,' which was reprinted not long ago.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
But he failed to compass the extent of the kingdom of the heavens.,-0.2263,0.187,0.234,0.579,negative,Pragmatism: A New Name for Some Old Ways of Thinking
The ancients had small ideas of the works of God.,0.2732,0.189,0.0,0.811,positive,Pragmatism: A New Name for Some Old Ways of Thinking
...,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"It seemed to them that only our earth had inhabitants, and even the notion of our antipodes gave them pause.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
The rest of the world for them consisted of some shining globes and a few crystalline spheres.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"But to-day, whatever be the limits that we may grant or refuse to the Universe we must recognize in it a countless number of globes, as big as ours or bigger, which have just as much right as it has to support rational inhabitants, tho it does not follow that these need all be men.",0.6652,0.135,0.046,0.819,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Our earth is only one among the six principal satellites of our sun.,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"As all the fixed stars are suns, one sees how small a place among visible things our earth takes up, since it is only a satellite of one among them.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
Now all these suns MAY be inhabited by none but happy creatures; and nothing obliges us to believe that the number of damned persons is very great; for a VERY FEW INSTANCES AND SAMPLES SUFFICE FOR THE UTILITY WHICH GOOD DRAWS FROM EVIL.,-0.478,0.198,0.231,0.571,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Moreover, since there is no reason to suppose that there are stars everywhere, may there not be a great space beyond the region of the stars?",-0.6698,0.0,0.193,0.807,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"And this immense space, surrounding all this region, ... may be replete with happiness and glory.",0.7964,0.336,0.0,0.664,positive,Pragmatism: A New Name for Some Old Ways of Thinking
... What now becomes of the consideration of our Earth and of its denizens?,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Does it not dwindle to something incomparably less than a physical point, since our Earth is but a point compared with the distance of the fixed stars.",0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"Thus the part of the Universe which we know, being almost lost in nothingness compared with that which is unknown to us, but which we are yet obliged to admit; and all the evils that we know lying in this almost-nothing; it follows that the evils may be almost-nothing in comparison with the goods that the Universe contains.""",-0.9433,0.031,0.227,0.742,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"Leibnitz continues elsewhere: ""There is a kind of justice which aims neither at the amendment of the criminal, nor at furnishing an example to others, nor at the reparation of the injury.",-0.4754,0.083,0.166,0.751,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"This justice is founded in pure fitness, which finds a certain satisfaction in the expiation of a wicked deed.",0.7269,0.405,0.131,0.463,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"The Socinians and Hobbes objected to this punitive justice, which is properly vindictive justice and which God has reserved for himself at many junctures.",0.6155,0.272,0.118,0.61,positive,Pragmatism: A New Name for Some Old Ways of Thinking
...,0.0,0.0,0.0,1.0,neutral,Pragmatism: A New Name for Some Old Ways of Thinking
"It is always founded in the fitness of things, and satisfies not only the offended party, but all wise lookers-on, even as beautiful music or a fine piece of architecture satisfies a well-constituted mind.",0.9641,0.479,0.0,0.521,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"It is thus that the torments of the damned continue, even tho they serve no longer to turn anyone away from sin, and that the rewards of the blest continue, even tho they confirm no one in good ways.",-0.5574,0.121,0.214,0.665,negative,Pragmatism: A New Name for Some Old Ways of Thinking
"The damned draw to themselves ever new penalties by their continuing sins, and the blest attract ever fresh joys by their unceasing progress in good.",0.7964,0.367,0.15,0.483,positive,Pragmatism: A New Name for Some Old Ways of Thinking
"Both facts are founded on the principle of fitness, ... for God has made all things harmonious in perfection as I have already said.""",0.872,0.365,0.0,0.635,positive,Pragmatism: A New Name for Some Old Ways of Thinking
Leibnitz's feeble grasp of reality is too obvious to need comment from me.,-0.296,0.0,0.155,0.845,negative,Pragmatism: A New Name for Some Old Ways of Thinking
