sentence,compound,positive,negative,neutral,label,title
"Indeed, some of the islands are believed to be nothing but an accumulation of drift-timber and the bodies of mammoths and other antediluvian animals frozen together.'",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"From this we may infer that, during the years that have elapsed since the Russian conquest of Siberia, useful tusks from more than twenty thousand mammoths have been collected.""",0.4404,0.094,0.0,0.906,positive,"The Smoky God; Or, A Voyage to the Inner World"
But now for the story of Olaf Jansen.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"I give it in detail, as set down by himself in manuscript, and woven into the tale, just as he placed them, are certain quotations from recent works on Arctic exploration, showing how carefully the old Norseman compared with his own experiences those of other voyagers to the frozen North.",0.5423,0.107,0.0,0.893,positive,"The Smoky God; Or, A Voyage to the Inner World"
Thus wrote the disciple of Odin and Thor: PART TWO.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
OLAF JANSEN'S STORY MY name is Olaf Jansen.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"I am a Norwegian, although I was born in the little seafaring Russian town of Uleaborg, on the eastern coast of the Gulf of Bothnia, the northern arm of the Baltic Sea.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"My parents were on a fishing cruise in the Gulf of Bothnia, and put into this Russian town of Uleaborg at the time of my birth, being the twenty-seventh day of October, 1811.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"My father, Jens Jansen, was born at Rodwig on the Scandinavian coast, near the Lofoden Islands, but after marrying made his home at Stockholm, because my mother's people resided in that city.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"When seven years old, I began going with my father on his fishing trips along the Scandinavian coast.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Early in life I displayed an aptitude for books, and at the age of nine years was placed in a private school in Stockholm, remaining there until I was fourteen.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
After this I made regular trips with my father on all his fishing voyages.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"My father was a man fully six feet three in height, and weighed over fifteen stone, a typical Norseman of the most rugged sort, and capable of more endurance than any other man I have ever known.",0.3818,0.073,0.0,0.927,positive,"The Smoky God; Or, A Voyage to the Inner World"
"He possessed the gentleness of a woman in tender little ways, yet his determination and will-power were beyond description.",0.4019,0.137,0.0,0.863,positive,"The Smoky God; Or, A Voyage to the Inner World"
His will admitted of no defeat.,-0.5859,0.146,0.542,0.312,negative,"The Smoky God; Or, A Voyage to the Inner World"
"I was in my nineteenth year when we started on what proved to be our last trip as fishermen, and which resulted in the strange story that shall be given to the world,--but not until I have finished my earthly pilgrimage.",-0.2023,0.0,0.045,0.955,negative,"The Smoky God; Or, A Voyage to the Inner World"
"I dare not allow the facts as I know them to be published while I am living, for fear of further humiliation, confinement and suffering.",-0.8926,0.0,0.393,0.607,negative,"The Smoky God; Or, A Voyage to the Inner World"
"First of all, I was put in irons by the captain of the whaling vessel that rescued me, for no other reason than that I told the truth about the marvelous discoveries made by my father and myself.",0.7783,0.208,0.051,0.741,positive,"The Smoky God; Or, A Voyage to the Inner World"
But this was far from being the end of my tortures.,-0.6956,0.0,0.322,0.678,negative,"The Smoky God; Or, A Voyage to the Inner World"
"After four years and eight months' absence I reached Stockholm, only to find my mother had died the previous year, and the property left by my parents in the possession of my mother's people, but it was at once made over to me.",-0.2732,0.028,0.053,0.92,negative,"The Smoky God; Or, A Voyage to the Inner World"
"All might have been well, had I erased from my memory the story of our adventure and of my father's terrible death.",-0.5574,0.155,0.246,0.599,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Finally, one day I told the story in detail to my uncle, Gustaf Osterlind, a man of considerable property, and urged him to fit out an expedition for me to make another voyage to the strange land.",0.1779,0.067,0.048,0.885,positive,"The Smoky God; Or, A Voyage to the Inner World"
At first I thought he favored my project.,0.4215,0.318,0.0,0.682,positive,"The Smoky God; Or, A Voyage to the Inner World"
"He seemed interested, and invited me to go before certain officials and explain to them, as I had to him, the story of our travels and discoveries.",0.5859,0.167,0.0,0.833,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Imagine my disappointment and horror when, upon the conclusion of my narrative, certain papers were signed by my uncle, and, without warning, I found myself arrested and hurried away to dismal and fearful confinement in a madhouse, where I remained for twenty-eight years--long, tedious, frightful years of suffering!",-0.9677,0.064,0.374,0.561,negative,"The Smoky God; Or, A Voyage to the Inner World"
"I never ceased to assert my sanity, and to protest against the injustice of my confinement.",-0.6908,0.0,0.305,0.695,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Finally, on the seventeenth of October, 1862, I was released.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"My uncle was dead, and the friends of my youth were now strangers.",-0.296,0.168,0.234,0.598,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Indeed, a man over fifty years old, whose only known record is that of a madman, has no friends.",0.2263,0.153,0.108,0.739,positive,"The Smoky God; Or, A Voyage to the Inner World"
"I was at a loss to know what to do for a living, but instinctively turned toward the harbor where fishing boats in great numbers were anchored, and within a week I had shipped with a fisherman by the name of Yan Hansen, who was starting on a long fishing cruise to the Lofoden Islands.",0.7184,0.106,0.031,0.863,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Here my earlier years of training proved of the very greatest advantage, especially in enabling me to make myself useful.",0.8648,0.363,0.0,0.637,positive,"The Smoky God; Or, A Voyage to the Inner World"
"This was but the beginning of other trips, and by frugal economy I was, in a few years, able to own a fishing-brig of my own.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"For twenty-seven years thereafter I followed the sea as a fisherman, five years working for others, and the last twenty-two for myself.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"During all these years I was a most diligent student of books, as well as a hard worker at my business, but I took great care not to mention to anyone the story concerning the discoveries made by my father and myself.",0.9062,0.246,0.026,0.728,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Even at this late day I would be fearful of having any one see or know the things I am writing, and the records and maps I have in my keeping.",-0.4939,0.0,0.106,0.894,negative,"The Smoky God; Or, A Voyage to the Inner World"
"When my days on earth are finished, I shall leave maps and records that will enlighten and, I hope, benefit mankind.",0.8402,0.362,0.047,0.591,positive,"The Smoky God; Or, A Voyage to the Inner World"
"The memory of my long confinement with maniacs, and all the horrible anguish and sufferings are too vivid to warrant my taking further chances.",-0.8316,0.057,0.306,0.637,negative,"The Smoky God; Or, A Voyage to the Inner World"
"In 1889 I sold out my fishing boats, and found I had accumulated a fortune quite sufficient to keep me the remainder of my life.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
I then came to America.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"For a dozen years my home was in Illinois, near Batavia, where I gathered most of the books in my present library, though I brought many choice volumes from Stockholm.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Later, I came to Los Angeles, arriving here March 4, 1901.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"The date I well remember, as it was President McKinley's second inauguration day.",0.2732,0.16,0.0,0.84,positive,"The Smoky God; Or, A Voyage to the Inner World"
"I bought this humble home and determined, here in the privacy of my own abode, sheltered by my own vine and fig-tree, and with my books about me, to make maps and drawings of the new lands we had discovered, and also to write the story in detail from the time my father and I left Stockholm until the tragic event that parted us in the Antarctic Ocean.",-0.1531,0.035,0.043,0.922,negative,"The Smoky God; Or, A Voyage to the Inner World"
"I well remember that we left Stockholm in our fishing-sloop on the third day of April, 1829, and sailed to the southward, leaving Gothland Island to the left and Oeland Island to the right.",0.2732,0.062,0.0,0.938,positive,"The Smoky God; Or, A Voyage to the Inner World"
"A few days later we succeeded in doubling Sandhommar Point, and made our way through the sound which separates Denmark from the Scandinavian coast.",0.4215,0.113,0.0,0.887,positive,"The Smoky God; Or, A Voyage to the Inner World"
"In due time we put in at the town of Christiansand, where we rested two days, and then started around the Scandinavian coast to the westward, bound for the Lofoden Islands.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"My father was in high spirit, because of the excellent and gratifying returns he had received from our last catch by marketing at Stockholm, instead of selling at one of the seafaring towns along the Scandinavian coast.",0.8271,0.204,0.0,0.796,positive,"The Smoky God; Or, A Voyage to the Inner World"
"He was especially pleased with the sale of some ivory tusks that he had found on the west coast of Franz Joseph Land during one of his northern cruises the previous year, and he expressed the hope that this time we might again be fortunate enough to load our little fishing-sloop with ivory, instead of cod, herring, mackerel and salmon.",0.8399,0.136,0.0,0.864,positive,"The Smoky God; Or, A Voyage to the Inner World"
"We put in at Hammerfest, latitude seventy-one degrees and forty minutes, for a few days' rest.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Here we remained one week, laying in an extra supply of provisions and several casks of drinking-water, and then sailed toward Spitzbergen.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"For the first few days we had an open sea and a favoring wind, and then we encountered much ice and many icebergs.",0.4215,0.118,0.0,0.882,positive,"The Smoky God; Or, A Voyage to the Inner World"
A vessel larger than our little fishing-sloop could not possibly have threaded its way among the labyrinth of icebergs or squeezed through the barely open channels.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"These monster bergs presented an endless succession of crystal palaces, of massive cathedrals and fantastic mountain ranges, grim and sentinel-like, immovable as some towering cliff of solid rock, standing; silent as a sphinx, resisting the restless waves of a fretful sea.",0.0516,0.15,0.124,0.726,positive,"The Smoky God; Or, A Voyage to the Inner World"
"After many narrow escapes, we arrived at Spitzbergen on the 23d of June, and anchored at Wijade Bay for a short time, where we were quite successful in our catches.",0.6801,0.172,0.0,0.828,positive,"The Smoky God; Or, A Voyage to the Inner World"
"We then lifted anchor and sailed through the Hinlopen Strait, and coasted along the North-East-Land.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
(2) (2 It will be remembered that Andree started on his fatal balloon voyage from the northwest coast of Spitzbergen.),-0.5423,0.0,0.156,0.844,negative,"The Smoky God; Or, A Voyage to the Inner World"
"A strong wind came up from the southwest, and my father said that we had better take advantage of it and try to reach Franz Josef Land, where, the year before he had, by accident, found the ivory tusks that had brought him such a good price at Stockholm.",0.7964,0.217,0.055,0.728,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Never, before or since, have I seen so many sea-fowl; they were so numerous that they hid the rocks on the coast line and darkened the sky.",-0.1027,0.0,0.053,0.947,negative,"The Smoky God; Or, A Voyage to the Inner World"
For several days we sailed along the rocky coast of Franz Josef Land.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Finally, a favoring wind came up that enabled us to make the West Coast, and, after sailing twenty-four hours, we came to a beautiful inlet.",0.7717,0.242,0.0,0.758,positive,"The Smoky God; Or, A Voyage to the Inner World"
One could hardly believe it was the far Northland.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"The place was green with growing vegetation, and while the area did not comprise more than one or two acres, yet the air was warm and tranquil.",0.4215,0.167,0.0,0.833,positive,"The Smoky God; Or, A Voyage to the Inner World"
It seemed to be at that point where the Gulf Stream's influence is most keenly felt.,0.3167,0.133,0.0,0.867,positive,"The Smoky God; Or, A Voyage to the Inner World"
"(3) (3 Sir John Barrow, Bart., F.R.S., in his work entitled ""Voyages of Discovery and Research Within the Arctic Regions,"" says on page 57: ""Mr. Beechey refers to what has frequently been found and noticed--the mildness of the temperature on the western coast of Spitzbergen, there being little or no sensation of cold, though the thermometer might be only a few degrees above the freezing-point.",0.046,0.032,0.029,0.939,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"The brilliant and lively effect of a clear day, when the sun shines forth with a pure sky, whose azure hue is so intense as to find no parallel even in the boasted Italian sky."")",0.8334,0.268,0.053,0.679,positive,"The Smoky God; Or, A Voyage to the Inner World"
"On the east coast there were numerous icebergs, yet here we were in open water.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Far to the west of us, however, were icepacks, and still farther to the westward the ice appeared like ranges of low hills.",0.1027,0.098,0.082,0.82,positive,"The Smoky God; Or, A Voyage to the Inner World"
"In front of us, and directly to the north, lay an open sea.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"(4) (4 Captain Kane, on page 299, quoting from Morton's Journal on Monday, the 26th of December, says: ""As far as I could see, the open passages were fifteen miles or more wide, with sometimes mashed ice separating them.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"But it is all small ice, and I think it either drives out to the open space to the north or rots and sinks, as I could see none ahead to the north."")",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"My father was an ardent believer in Odin and Thor, and had frequently told me they were gods who came from far beyond the ""North Wind.""",0.4767,0.11,0.0,0.89,positive,"The Smoky God; Or, A Voyage to the Inner World"
"There was a tradition, my father explained, that still farther northward was a land more beautiful than any that mortal man had ever known, and that it was inhabited by the ""Chosen.",0.6361,0.126,0.0,0.874,positive,"The Smoky God; Or, A Voyage to the Inner World"
"""(5) (5 We find the following in ""Deutsche Mythologie,"" page 778, from the pen of Jakob Grimm; ""Then, the sons of Bor built in the middle of the universe the city called Asgard, where dwell the gods and their kindred, and from that abode work out so many wondrous things both on the earth and in the heavens above it.",0.4939,0.068,0.0,0.932,positive,"The Smoky God; Or, A Voyage to the Inner World"
"There is in that city a place called Illidskjalf, and when Odin is seated there upon his lofty throne he sees over the whole world and discerns all the actions of men."")",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"My youthful imagination was fired by the ardor, zeal and religious fervor of my good father, and I exclaimed: ""Why not sail to this goodly land?",0.1531,0.169,0.117,0.714,positive,"The Smoky God; Or, A Voyage to the Inner World"
"The sky is fair, the wind favorable and the sea open.""",0.6597,0.375,0.0,0.625,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Even now I can see the expression of pleasurable surprise on his countenance as he turned toward me and asked: ""My son, are you willing to go with me and explore--to go far beyond where man has ever ventured?""",0.6705,0.133,0.0,0.867,positive,"The Smoky God; Or, A Voyage to the Inner World"
I answered affirmatively.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""Very well,"" he replied.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""May the god Odin protect us!""",0.6114,0.555,0.0,0.445,positive,"The Smoky God; Or, A Voyage to the Inner World"
"and, quickly adjusting the sails, he glanced at our compass, turned the prow in due northerly direction through an open channel, and our voyage had begun.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"(6) (6 Hall writes, on page 288: ""On the 23rd of January the two Esquimaux, accompanied by two of the seamen, went to Cape Lupton.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"They reported a sea of open water extending as far as the eye could reach."")",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"The sun was low in the horizon, as it was still the early summer.",-0.2732,0.0,0.139,0.861,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Indeed, we had almost four months of day ahead of us before the frozen night could come on again.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
Our little fishing-sloop sprang forward as if eager as ourselves for adventure.,0.5859,0.324,0.0,0.676,positive,"The Smoky God; Or, A Voyage to the Inner World"
Within thirty-six hours we were out of sight of the highest point on the coast line of Franz Josef Land.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
We seemed to be in a strong current running north by northeast.,0.5106,0.248,0.0,0.752,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Far to the right and to the left of us were icebergs, but our little sloop bore down on the narrows and passed through channels and out into open seas--channels so narrow in places that, had our craft been other than small, we never could have gotten through.",-0.2692,0.0,0.042,0.958,negative,"The Smoky God; Or, A Voyage to the Inner World"
On the third day we came to an island.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
Its shores were washed by an open sea.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
My father determined to land and explore for a day.,0.34,0.231,0.0,0.769,positive,"The Smoky God; Or, A Voyage to the Inner World"
"This new land was destitute of timber, but we found a large accumulation of drift-wood on the northern shore.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
Some of the trunks of the trees were forty feet long and two feet in diameter.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
(7) (7 Greely tells us in vol.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"1, page 100, that: ""Privates Connell and Frederick found a large coniferous tree on the beach, just above the extreme high-water mark.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"It was nearly thirty inches in circumference, some thirty feet long, and had apparently been carried to that point by a current within a couple of years.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"A portion of it was cut up for fire-wood, and for the first time in that valley, a bright, cheery camp-fire gave comfort to man."")",0.7845,0.299,0.07,0.631,positive,"The Smoky God; Or, A Voyage to the Inner World"
"After one day's exploration of the coast line of this island, we lifted anchor and turned our prow to the north in an open sea.",0.2263,0.073,0.0,0.927,positive,"The Smoky God; Or, A Voyage to the Inner World"
"(8) (8 Dr. Kane says, on page 379 of his works: ""I cannot imagine what becomes of the ice.",0.5574,0.167,0.0,0.833,positive,"The Smoky God; Or, A Voyage to the Inner World"
"A strong current sets in constantly to the north; but, from altitudes of more than five hundred feet, I saw only narrow strips of ice, with great spaces of open water, from ten to fifteen miles in breadth, between them.",0.8316,0.178,0.0,0.822,positive,"The Smoky God; Or, A Voyage to the Inner World"
"It must, therefore, either go to an open space in the north, or dissolve."")",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
I remember that neither my father nor myself had tasted food for almost thirty hours.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Perhaps this was because of the tension of excitement about our strange voyage in waters farther north, my father said, than anyone had ever before been.",0.0258,0.106,0.135,0.759,neutral,"The Smoky God; Or, A Voyage to the Inner World"
Active mentality had dulled the demands of the physical needs.,0.0516,0.205,0.189,0.606,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Instead of the cold being intense as we had anticipated, it was really warmer and more pleasant than it had been while in Hammerfest on the north coast of Norway, some six weeks before.",0.7496,0.192,0.0,0.808,positive,"The Smoky God; Or, A Voyage to the Inner World"
"(9) (9 Captain Peary's second voyage relates another circumstance which may serve to confirm a conjecture which has long been maintained by some, that an open sea, free of ice, exists at or near the Pole.",0.5106,0.088,0.0,0.912,positive,"The Smoky God; Or, A Voyage to the Inner World"
"""On the second of November,"" says Peary, ""the wind freshened up to a gale from north by west, lowered the thermometer before midnight to 5 degrees, whereas, a rise of wind at Melville Island was generally accompanied by a simultaneous rise in the thermometer at low temperatures.",-0.3818,0.0,0.081,0.919,negative,"The Smoky God; Or, A Voyage to the Inner World"
"May not this,"" he asks, ""be occasioned by the wind blowing over an open sea in the quarter from which the wind blows?",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"And tend to confirm the opinion that at or near the Pole an open sea exists?"")",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"We both frankly admitted that we were very hungry, and forthwith I prepared a substantial meal from our well-stored larder.",0.4767,0.254,0.0,0.746,positive,"The Smoky God; Or, A Voyage to the Inner World"
"When we had partaken heartily of the repast, I told my father I believed I would sleep, as I was beginning to feel quite drowsy.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""Very well,"" he replied, ""I will keep the watch.""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
I have no way to determine how long I slept; I only know that I was rudely awakened by a terrible commotion of the sloop.,-0.8176,0.0,0.333,0.667,negative,"The Smoky God; Or, A Voyage to the Inner World"
"To my surprise, I found my father sleeping soundly.",0.2732,0.231,0.0,0.769,positive,"The Smoky God; Or, A Voyage to the Inner World"
"I cried out lustily to him, and starting up, he sprang quickly to his feet.",-0.3818,0.0,0.167,0.833,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Indeed, had he not instantly clutched the rail, he would certainly have been thrown into the seething waves.",0.34,0.124,0.0,0.876,positive,"The Smoky God; Or, A Voyage to the Inner World"
A fierce snow-storm was raging.,-0.5267,0.0,0.531,0.469,negative,"The Smoky God; Or, A Voyage to the Inner World"
"The wind was directly astern, driving our sloop at a terrific speed, and was threatening every moment to capsize us.",-0.0772,0.132,0.145,0.723,negative,"The Smoky God; Or, A Voyage to the Inner World"
"There was no time to lose, the sails had to be lowered immediately.",-0.6597,0.0,0.39,0.61,negative,"The Smoky God; Or, A Voyage to the Inner World"
Our boat was writhing in convulsions.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"A few icebergs we knew were on either side of us, but fortunately the channel was open directly to the north.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
But would it remain so?,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"In front of us, girding the horizon from left to right, was a vaporish fog or mist, black as Egyptian night at the water's edge, and white like a steam-cloud toward the top, which was finally lost to view as it blended with the great white flakes of falling snow.",0.6705,0.152,0.071,0.778,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Whether it covered a treacherous iceberg, or some other hidden obstacle against which our little sloop would dash and send us to a watery grave, or was merely the phenomenon of an Arctic fog, there was no way to determine.",-0.743,0.0,0.173,0.827,negative,"The Smoky God; Or, A Voyage to the Inner World"
"(10) (10 On page 284 of his works, Hall writes: ""From the top of Providence Berg, a dark fog was seen to the north, indicating water.",0.2023,0.07,0.0,0.93,positive,"The Smoky God; Or, A Voyage to the Inner World"
"At 10 a. m. three of the men (Kruger, Nindemann and Hobby) went to Cape Lupton to ascertain if possible the extent of the open water.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"On their return they reported several open spaces and much young ice--not more than a day old, so thin that it was easily broken by throwing pieces of ice upon it."")",-0.1779,0.072,0.093,0.836,negative,"The Smoky God; Or, A Voyage to the Inner World"
"By what miracle we escaped being dashed to utter destruction, I do not know.",0.0258,0.205,0.2,0.595,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"I remember our little craft creaked and groaned, as if its joints were breaking.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
It rocked and staggered to and fro as if clutched by some fierce undertow of whirlpool or maelstrom.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
Fortunately our compass had been fastened with long screws to a crossbeam.,-0.25,0.0,0.167,0.833,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Most of our provisions, however, were tumbled out and swept away from the deck of the cuddy, and had we not taken the precaution at the very beginning to tie ourselves firmly to the masts of the sloop, we should have been swept into the lashing sea.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Above the deafening tumult of the raging waves, I heard my father's voice.",-0.6808,0.0,0.359,0.641,negative,"The Smoky God; Or, A Voyage to the Inner World"
"""Be courageous, my son,"" he shouted, ""Odin is the god of the waters, the companion of the brave, and he is with us.",0.836,0.308,0.0,0.692,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Fear not.""",-0.4939,0.0,0.762,0.238,negative,"The Smoky God; Or, A Voyage to the Inner World"
To me it seemed there was no possibility of our escaping a horrible death.,-0.8555,0.061,0.485,0.455,negative,"The Smoky God; Or, A Voyage to the Inner World"
"The little sloop was shipping water, the snow was falling so fast as to be blinding, and the waves were tumbling over our counters in reckless white-sprayed fury.",-0.7906,0.0,0.242,0.758,negative,"The Smoky God; Or, A Voyage to the Inner World"
There was no telling what instant we should be dashed against some drifting ice-pack.,-0.296,0.0,0.145,0.855,negative,"The Smoky God; Or, A Voyage to the Inner World"
"The tremendous swells would heave us up to the very peaks of mountainous waves, then plunge us down into the depths of the sea's trough as if our fishing-sloop were a fragile shell.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Gigantic white-capped waves, like veritable walls, fenced us in, fore and aft.",0.3612,0.185,0.0,0.815,positive,"The Smoky God; Or, A Voyage to the Inner World"
"This terrible nerve-racking ordeal, with its nameless horrors of suspense and agony of fear indescribable, continued for more than three hours, and all the time we were being driven forward at fierce speed.",-0.9153,0.0,0.306,0.694,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Then suddenly, as if growing weary of its frantic exertions, the wind began to lessen its fury and by degrees to die down.",-0.8979,0.053,0.39,0.557,negative,"The Smoky God; Or, A Voyage to the Inner World"
At last we were in a perfect calm.,0.7184,0.545,0.0,0.455,positive,"The Smoky God; Or, A Voyage to the Inner World"
"The fog mist had also disappeared, and before us lay an iceless channel perhaps ten or fifteen miles wide, with a few icebergs far away to our right, and an intermittent archipelago of smaller ones to the left.",-0.2263,0.0,0.05,0.95,negative,"The Smoky God; Or, A Voyage to the Inner World"
"I watched my father closely, determined to remain silent until he spoke.",0.34,0.194,0.0,0.806,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Presently he untied the rope from his waist and, without saying a word, began working the pumps, which fortunately were not damaged, relieving the sloop of the water it had shipped in the madness of the storm.",-0.3826,0.06,0.124,0.817,negative,"The Smoky God; Or, A Voyage to the Inner World"
"He put up the sloop's sails as calmly as if casting a fishing-net, and then remarked that we were ready for a favoring wind when it came.",0.765,0.257,0.0,0.743,positive,"The Smoky God; Or, A Voyage to the Inner World"
His courage and persistence were truly remarkable.,0.8658,0.708,0.0,0.292,positive,"The Smoky God; Or, A Voyage to the Inner World"
"On investigation we found less than one-third of our provisions remaining, while to our utter dismay, we discovered that our water-casks had been swept overboard during the violent plungings of our boat.",-0.7717,0.0,0.183,0.817,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Two of our water-casks were in the main hold, but both were empty.",-0.296,0.0,0.155,0.845,negative,"The Smoky God; Or, A Voyage to the Inner World"
"We had a fair supply of food, but no fresh water.",0.2023,0.319,0.194,0.486,positive,"The Smoky God; Or, A Voyage to the Inner World"
I realized at once the awfulness of our position.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
Presently I was seized with a consuming thirst.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""It is indeed bad,"" remarked my father.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""However, let us dry our bedraggled clothing, for we are soaked to the skin.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Trust to the god Odin, my son.",0.6597,0.519,0.0,0.481,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Do not give up hope.""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"The sun was beating down slantingly, as if we were in a southern latitude, instead of in the far Northland.",-0.4588,0.0,0.143,0.857,negative,"The Smoky God; Or, A Voyage to the Inner World"
