Sentence_ID,Genre,Title,Sentence,VADER_Compound,Rater_1,Rater_2,Rater_3
217,Romance,Anne of Green Gables,With a sigh of rapture she relapsed into silence.,0.1779,,,
218,Romance,Anne of Green Gables,"Sitting down on a chair by the table, flinging her arms out upon it, and burying her face in them, she proceeded to cry stormily.",-0.4767,,,
219,Romance,Anne of Green Gables,"When you hear a name pronounced can't you always see it in your mind, just as if it was printed out?",0.0,,,
220,Romance,Anne of Green Gables,"""You're not eating anything,"" said Marilla sharply, eying her as if it were a serious shortcoming.",-0.0772,,,
221,Romance,The Age of Innocence,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
222,Romance,The Age of Innocence,"M'ama ... non m'ama ... "" the prima donna sang, and "" M'ama !",0.0,,,
223,Romance,The Age of Innocence,"thought Newland Archer, his glance flitting back to the young girl with the lilies-of-the-valley.",0.0,,,
224,Romance,The Age of Innocence,He had probably devoted more time than any one else to the study of this intricate and fascinating question; but study alone could not account for his complete and easy competence.,0.7027,,,
225,Romance,The Age of Innocence,"For a moment he silently scrutinised the attentive group out of his filmy blue eyes overhung by old veined lids; then he gave his moustache a thoughtful twist, and said simply: ""I didn't think the Mingotts would have tried it on.""",0.3818,,,
226,Romance,The Age of Innocence,"Every one (including Mr. Sillerton Jackson) was agreed that old Catherine had never had beauty--a gift which, in the eyes of New York, justified every success, and excused a certain number of failings.",0.6479,,,
227,Romance,The Age of Innocence,"continued the young enquirer, a candid Thorley, who was evidently preparing to enter the lists as the lady's champion.",0.5994,,,
228,Romance,The Age of Innocence,"""When the old lady does a thing she does it thoroughly.""",0.0,,,
229,Romance,The Age of Innocence,"He made no answer but that which his eyes returned, and she added, still more confidently smiling: ""Tell my cousin yourself: I give you leave.",0.8445,,,
230,Romance,The Age of Innocence,"Mrs. Archer, who was fond of coining her social philosophy into axioms, had once said: ""We all have our pet common people--"" and though the phrase was a daring one, its truth was secretly admitted in many an exclusive bosom.",0.8225,,,
231,Romance,The Age of Innocence,"Mrs. Beaufort, then, had as usual appeared in her box just before the Jewel Song; and when, again as usual, she rose at the end of the third act, drew her opera cloak about her lovely shoulders, and disappeared, New York knew that meant that half an hour later the ball would begin.",0.6597,,,
232,Romance,The Age of Innocence,"It was at his express wish that the announcement had been made, and yet it was not thus that he would have wished to have his happiness known.",0.743,,,
233,Romance,The Age of Innocence,"""You see I did as you asked me to,"" she said.",0.0,,,
234,Romance,The Age of Innocence,"She looked disappointed, but gently resolved on gaining her point.",0.8271,,,
235,Romance,The Age of Innocence,"""She knows as well as I do,"" he reflected, ""the real reason of her cousin's staying away; but I shall never let her see by the least sign that I am conscious of there being a shadow of a shade on poor Ellen Olenska's reputation.""",-0.5574,,,
236,Romance,The Age of Innocence,"That was how women with lovers lived in the wicked old societies, in apartments with all the rooms on one floor, and all the indecent propinquities that their novels described.",0.0,,,
237,Romance,The Age of Innocence,"But it's the hand that sets off the ring, isn't it, my dear Mr.",0.3662,,,
238,Romance,The Age of Innocence,"There was a cousinly murmur of pleasure between the ladies, and Mrs. Mingott held out Ferrigiani's model to the banker.",0.5719,,,
239,Romance,The Age of Innocence,"Well, we need new blood and new money--and I hear she's still very good-looking,"" the carnivorous old lady declared.",0.2732,,,
240,Romance,The Age of Innocence,"Her old friend Mr. Sillerton Jackson applied to the investigation of his friends' affairs the patience of a collector and the science of a naturalist; and his sister, Miss Sophy Jackson, who lived with him, and was entertained by all the people who could not secure her much-sought-after brother, brought home bits of minor gossip",0.6872,,,
241,Romance,The House of Mirth,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
242,Romance,The House of Mirth,"It isn't a bit hotter here than in Mrs. Van Osburgh's conservatory--and some of the women are not a bit uglier.""",0.0,,,
243,Romance,The House of Mirth,"He led her through the throng of returning holiday-makers, past sallow-faced girls in preposterous hats, and flat-chested women struggling with paper bundles and palm-leaf fans.",-0.4215,,,
244,Romance,The House of Mirth,"""I am glad my street meets with your approval,"" said Selden as they turned the corner.",0.4588,,,
245,Romance,The House of Mirth,"What a miserable thing it is to be a woman.""",-0.4939,,,
246,Romance,The House of Mirth,She smiled at him across the tea-pot which she was holding up to be filled.,0.5423,,,
247,Romance,The House of Mirth,"""Dear Mr. Selden, that wasn't worthy of you.",0.05,,,
248,Romance,The House of Mirth,"""I didn't mean to imply that you are as hard put to it as that.",-0.1027,,,
249,Romance,The House of Mirth,"I'm not really a collector, you see; I simply like to have good editions of the books I am fond of.""",0.8074,,,
250,Romance,The House of Mirth,"""No; but the being tied down: the routine--don't you ever want to get away, to see new places and people?""",-0.0857,,,
251,Romance,The House of Mirth,"""That's almost as bad as marrying Dillworth,"" he agreed, and they both laughed for pure pleasure in their sudden intimacy.",0.6786,,,
252,Romance,The House of Mirth,But WERE such apparitions unwonted on Selden's stairs?,0.0,,,
253,Romance,The House of Mirth,"""Oh, thanks,"" she stammered; and at that moment her eye caught a hansom drifting down Madison Avenue, and she hailed it with a desperate gesture.",-0.3182,,,
254,Romance,The House of Mirth,The worst of it was that she had always snubbed and ignored him.,-0.8555,,,
255,Romance,The House of Mirth,"She had known that Mr. Percy Gryce was to be at Bellomont, but she had not counted on the luck of having him to herself in the train; and the fact banished all perturbing thoughts of Mr. Rosedale.",0.6124,,,
256,Romance,The House of Mirth,"""The chair next to mine is empty--do take it,"" she said over her shoulder; and Mr. Gryce, with considerable embarrassment, succeeded in effecting an exchange which enabled him to transport himself and his bags to her side.",-0.0258,,,
257,Romance,The House of Mirth,"His eye became a degree less opaque: it was as though an incipient film had been removed from it, and she felt the pride of a skilful operator.",0.34,,,
258,Romance,The House of Mirth,Miss Bart had the gift of following an undercurrent of thought while she appeared to be sailing on the surface of conversation; and in this case her mental excursion took the form of a rapid survey of Mr. Percy Gryce's future as combined with her own.,0.3182,,,
259,Romance,The House of Mirth,"Her small pale face seemed the mere setting of a pair of dark exaggerated eyes, of which the visionary gaze contrasted curiously with her self-assertive tone and gestures; so that, as one of her friends observed, she was like a disembodied spirit who took up a great deal of room.",0.9246,,,
260,Romance,The House of Mirth,No; she was not made for mean and shabby surround,-0.296,,,
261,Romance,Howards End,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
262,Romance,Howards End,This long letter is because I'm writing before breakfast.,0.0,,,
263,Romance,Howards End,"The fun of it is that they think me a noodle, and say so--at least Mr. Wilcox does--and when that happens, and one doesn't mind, it's a pretty sure test, isn't it?",0.4537,,,
264,Romance,Howards End,"Those three sees once commanded the Rhine Valley and got it the name of Priest Street.""",0.0,,,
265,Romance,Howards End,"""And that reminds me--Helen's letter--"" ""Oh, yes, Aunt Juley, I am thinking all right about Helen's letter.",0.4019,,,
266,Romance,Howards End,You would say the wrong thing; to a certainty you would.,-0.2732,,,
267,Romance,Howards End,"The only thing that made life worth living was the thought of Walter Savage Landor, from whose Imaginary Conversations she had promised to read at frequent intervals during the day.",0.1027,,,
268,Romance,Howards End,"And he is a chilly Londoner who does not endow his stations with some personality, and extend to them, however shyly, the emotions of fear and love.",0.25,,,
269,Romance,Howards End,"It was interesting, and down at Swanage no one appreciated culture more than Mrs. Munt; but it was dangerous, and disaster was bound to come.",-0.8555,,,
270,Romance,Howards End,"""My niece is not with you by any chance?""",0.0,,,
271,Romance,Howards End,A bearded porter emerged with the parcel in one hand and an entry book in the other.,0.4939,,,
272,Romance,Howards End,"""I wonder when they'll learn wisdom and tar the roads,"" was his comment.",0.5267,,,
273,Romance,Howards End,"""Yes, they care for one another very much indeed,"" she said.",0.4939,,,
274,Romance,Howards End,"""If I were a man, Mr. Wilcox, for that last remark I'd box your ears.",0.0,,,
275,Romance,Howards End,"Still less did she pretend that nothing had happened, as a competent society hostess would have done.",0.2878,,,
276,Romance,Howards End,And all that she thought or did or breathed was a quiet preparation for Paul.,0.0,,,
277,Romance,Howards End,"In time his slender personality faded, the scene that he had evoked endured.",0.0,,,
278,Romance,Howards End,"At last Charles and his father started for the station, and then came your telegram warning me that Aunt Juley was coming by that train, and Paul--oh, rather horrible--said that I had muddled it.",-0.34,,,
279,Romance,Howards End,Their father had belonged to a type that was more prominent in Germany fifty years ago than now.,0.3804,,,
280,Romance,Howards End,"But which of them will rekindle the light within?""",0.0,,,
281,Romance,My Ántonia,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
282,Romance,My Ántonia,"She is handsome, energetic, executive, but to me she seems unimpressionable and temperamentally incapable of enthusiasm.",0.5423,,,
283,Romance,My Ántonia,"We might, in this way, get a picture of her.",0.0,,,
284,Romance,My Ántonia,"We went all the way in day-coaches, becoming more sticky and grimy with each stage of the journey.",-0.4703,,,
285,Romance,My Ántonia,"The woman wore a fringed shawl tied over her head, and she carried a little tin trunk in her arms, hugging it as if it were a baby.",0.4215,,,
286,Romance,My Ántonia,"Cautiously I slipped from under the buffalo hide, got up on my knees and peered over the side of the wagon.",-0.1779,,,
287,Romance,My Ántonia,'Down to the kitchen' struck me as curious; it was always 'out in the kitchen' at home.,0.0772,,,
288,Romance,My Ántonia,"We did not talk about the farm in Virginia, which had been her home for so many years.",0.0,,,
289,Romance,My Ántonia,"'He shall choose our inheritance for us, the excellency of Jacob whom He loved.",0.8126,,,
290,Romance,My Ántonia,"Grandmother called my attention to a stout hickory cane, tipped with copper, which hung by a leather thong from her belt.",0.1779,,,
291,Romance,My Ántonia,I turned back the papery triangular sheaths that protected the berries and ate a few.,0.4404,,,
292,Romance,My Ántonia,"Krajiek was their only interpreter, and could tell them anything he chose.",0.0,,,
293,Romance,My Ántonia,"Her face was alert and lively, with a sharp chin and shrewd little eyes.",0.6249,,,
294,Romance,My Ántonia,"He was tall and slender, and his thin shoulders stooped.",0.0,,,
295,Romance,My Ántonia,"She pointed up to the sky, then to my eyes, then back to the sky, with movements so quick and impulsive that she distracted me, and I had no idea what she wanted.",-0.5574,,,
296,Romance,My Ántonia,"The new country lay open before me: there were no fences in those days, and I could choose my own way over the grass uplands, trusting the pony to get me home again.",0.128,,,
297,Romance,My Ántonia,"The white Christmas melons we did not touch, but we watched them with curiosity.",0.0,,,
298,Romance,My Ántonia,"I had often been tempted to go to see them when I was riding in that direction, but one of them was a wild-looking fellow and I was a little afraid of him.",0.0,,,
299,Romance,My Ántonia,"One afternoon, before the heavy frosts began, we rode up there together on my pony.",0.0,,,
300,Romance,My Ántonia,He assured us that they were good for one--bette,0.6597,,,
301,Science Fiction,The Time Machine,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
302,Science Fiction,The Time Machine,It is only another way of looking at Time.,0.0,,,
303,Science Fiction,The Time Machine,"""Are you so sure we can move freely in Space?",0.7088,,,
304,Science Fiction,The Time Machine,"""That shall travel indifferently in any direction of Space and Time, as the driver determines.""",0.0,,,
305,Science Fiction,The Time Machine,"I sat in a low arm-chair nearest the fire, and I drew this forward so as to be almost between the Time Traveller and the fireplace.",-0.5423,,,
306,Science Fiction,The Time Machine,I am absolutely certain there was no trickery.,-0.228,,,
307,Science Fiction,The Time Machine,"""Of course,"" said the Psychologist, and reassured us.",0.4019,,,
308,Science Fiction,The Time Machine,For we should have perceived his motives: a pork-butcher could understand Filby.,0.0,,,
309,Science Fiction,The Time Machine,"cried the Medical Man, who saw him next.",-0.3818,,,
310,Science Fiction,The Time Machine,"For a minute, perhaps, my mind was wool-gathering.",0.0,,,
311,Science Fiction,The Time Machine,"""Yes,"" said the Time Traveller, with his mouth full, nodding his head.",0.0,,,
312,Science Fiction,The Time Machine,"In writing it down I feel with only too much keenness the inadequacy of pen and ink--and, above all, my own inadequacy--to express its quality.",-0.0772,,,
313,Science Fiction,The Time Machine,"Tomorrow night came black, then day again, night again, day again, faster and faster still.",0.0,,,
314,Science Fiction,The Time Machine,But presently a fresh series of impressions grew up in my mind--a certain curiosity and therewith a certain dread--until at last they took complete possession of me.,0.8625,,,
315,Science Fiction,The Time Machine,"""Presently I thought what a fool I was to get wet.",-0.4404,,,
316,Science Fiction,The Time Machine,"I felt as perhaps a bird may feel in the clear air, knowing the hawk wings above and will swoop.",0.3818,,,
317,Science Fiction,The Time Machine,"So I shook my head, and, pointing to my ears, shook it again.",-0.3369,,,
318,Science Fiction,The Time Machine,"It let loose the judgment I had suspended upon their clothes, their frail light limbs, and fragile features.",-0.6597,,,
319,Science Fiction,The Time Machine,"Some I recognised as a kind of hypertrophied raspberry and orange, but for the most part they were strange.",-0.296,,,
320,Science Fiction,The Time Machine,"They had to chatter and explain the business at great length to each other, and my first attempts to make the exquisite little sounds of their language caused an immense amount of genuine, if uncivil, amusement.",0.765,,,
321,Science Fiction,The war of the worlds,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
322,Science Fiction,The war of the worlds,The secular cooling that must someday overtake our planet has already gone far indeed with our neighbour.,0.0,,,
323,Science Fiction,The war of the worlds,"Peculiar markings, as yet unexplained, were seen near the site of that outbreak during the next two oppositions.",0.1531,,,
324,Science Fiction,The war of the worlds,"And invisible to me because it was so remote and small, flying swiftly and steadily towards me across that incredible distance, drawing nearer every minute by so many thousands of miles, came the Thing they were sending us, the Thing that was to bring so much struggle and calamity and death to the earth.",-0.6461,,,
325,Science Fiction,The war of the worlds,"And, all unsuspected, those missiles the Martians had fired at us drew earthward, rushing now at a pace of many miles a second through the empty gulf of space, hour by hour and day by day, nearer and nearer.",-0.6597,,,
326,Science Fiction,The war of the worlds,Some of those who saw its flight say it travelled with a hissing sound.,0.0,,,
327,Science Fiction,The war of the worlds,"For a minute he scarcely realised what this meant, and, although the heat was excessive, he clambered down into the pit close to the bulk to see the Thing more clearly.",0.4576,,,
328,Science Fiction,The war of the worlds,Henderson was a minute or so taking it in.,0.0,,,
329,Science Fiction,The war of the worlds,"There were four or five boys sitting on the edge of the Pit, with their feet dangling, and amusing themselves--until I stopped them--by throwing stones at the giant mass.",0.1779,,,
330,Science Fiction,The war of the worlds,In the afternoon the appearance of the common had altered very much.,0.0,,,
331,Science Fiction,The war of the worlds,When I returned to the common the sun was setting.,0.0,,,
332,Science Fiction,The war of the worlds,There was a loud shriek from a woman behind.,0.0,,,
333,Science Fiction,The war of the worlds,"The common round the sand-pits was dotted with people, standing like myself in a half-fascinated terror, staring at these creatures, or rather at the heaped gravel at the edge of the pit in which they lay.",-0.34,,,
334,Science Fiction,The war of the worlds,"We became silent, and stood watching for a time side by side, deriving, I fancy, a certain comfort in one another's company.",0.5574,,,
335,Science Fiction,The war of the worlds,At the same time a faint hissing sound became audible.,0.0,,,
336,Science Fiction,The war of the worlds,"All this had happened with such swiftness that I had stood motionless, dumbfounded and dazzled by the flashes of light.",-0.3818,,,
337,Science Fiction,The war of the worlds,"This intense heat they project in a parallel beam against any object they choose, by means of a polished parabolic mirror of unknown composition, much as the parabolic mirror of a lighthouse projects a beam of light.",0.0772,,,
338,Science Fiction,The war of the worlds,"Had the elevation of the parabolic mirror been a few yards higher, none could have lived to tell the tale.",0.0,,,
339,Science Fiction,The war of the worlds,"Now it was as if something turned over, and the point of view altered abruptly.",0.0,,,
340,Science Fiction,The war of the worlds,There were two men and a woman at the gate.,0.0,,,
341,Science Fiction,The First Men in the Moon,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
342,Science Fiction,The First Men in the Moon,"It seemed to me, at last, that there was nothing for it but to write a play, unless I wanted to drudge for my living as a clerk.",0.4767,,,
343,Science Fiction,The First Men in the Moon,"It was the big port of England in Roman times, Portus Lemanis, and now the sea is four miles away.",0.0,,,
344,Science Fiction,The First Men in the Moon,"But when next evening the apparition was repeated with remarkable precision, and again the next evening, and indeed every evening when rain was not falling, concentration upon the scenario became a considerable effort.",0.7626,,,
345,Science Fiction,The First Men in the Moon,"Well, sir, I can assure you that not only do I not know why I do these things, but I did not even know I did them.",0.3071,,,
346,Science Fiction,The First Men in the Moon,"He made indifferent conversation in the most formal way, then abruptly he came to business.",-0.2023,,,
347,Science Fiction,The First Men in the Moon,But through it all there was the undertone of satisfaction one feels when one is neglecting work one has set oneself.,0.0772,,,
348,Science Fiction,The First Men in the Moon,Unfortunately that's over--you can't get things back as they were.,-0.34,,,
349,Science Fiction,The First Men in the Moon,At the earliest opportunity I went to see his house.,0.4215,,,
350,Science Fiction,The First Men in the Moon,"Now all known substances are ""transparent"" to gravitation.",0.0,,,
351,Science Fiction,The First Men in the Moon,"I saw a parent company, and daughter companies, applications to right of us, applications to left, rings and trusts, privileges, and concessions spreading and spreading, until one vast, stupendous Cavorite company ran and ruled the world.",0.6908,,,
352,Science Fiction,The First Men in the Moon,A look of perplexity came into his ruddy little face.,0.0,,,
353,Science Fiction,The First Men in the Moon,"The First Making of Cavorite But Cavor's fears were groundless, so far as the actual making was concerned.",-0.5719,,,
354,Science Fiction,The First Men in the Moon,"A large fragment of fencing came sailing past me, dropped edgeways, hit the ground and fell flat, and then the worst was over.",-0.6249,,,
355,Science Fiction,The First Men in the Moon,"I repeated my suggestion of getting back to my bungalow, and this time he understood.",0.0,,,
356,Science Fiction,The First Men in the Moon,The air all about the Cavorite crushed in upon the air above it with irresistible force.,-0.1027,,,
357,Science Fiction,The First Men in the Moon,My three assistants may or may not have perished.,0.0,,,
358,Science Fiction,The First Men in the Moon,"For my own part it seems to me we might make it edgeways, perhaps, and very thin.",0.0,,,
359,Science Fiction,The First Men in the Moon,An air-tight manhole is all that is needed.,0.0,,,
360,Science Fiction,The First Men in the Moon,"""They're out of the question, because of the air difficulty.""",0.0,,,
361,Science Fiction,Herland,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
362,Science Fiction,Herland,"They needed a doctor, and that gave Jeff an excuse for dropping his just opening practice; they needed Terry's experience, his machine, and his money; and as for me, I got in through Terry's influence.",0.0772,,,
363,Science Fiction,Herland,Terry was close by and interested in the fellow's pointing.,0.4019,,,
364,Science Fiction,Herland,Terry got out his magnifying glass and squatted down to investigate.,0.0,,,
365,Science Fiction,Herland,"""Somewhere up yonder they spin and weave and dye--as well as we do.""",0.2732,,,
366,Science Fiction,Herland,Both Jeff and I were sure about that.,0.3182,,,
367,Science Fiction,Herland,"""Oh, the men take them away as soon as they are five or six, you see.""",0.0,,,
368,Science Fiction,Herland,"And there'd be two of us and only one of you--eh, Van?""",0.0,,,
369,Science Fiction,Herland,"Up and up and up we sailed, way up at first, to get ""the lay of the land"" and make note of it.",0.0,,,
370,Science Fiction,Herland,"I confess that we paid small attention to the clean, well-built roads, to the attractive architecture, to the ordered beauty of the little town.",0.8555,,,
371,Science Fiction,Herland,"""I never saw a forest so petted, even in Germany.",0.0,,,
372,Science Fiction,Herland,"If we pursued further, the boughs would break under the double burden.",-0.4404,,,
373,Science Fiction,Herland,"He stood braced in the fork, held firmly by one hand--the other, swinging his bright temptation, reached far out along the bough, but not quite to his full stretch.",0.2846,,,
374,Science Fiction,Herland,"The broad green fields and closely cultivated gardens sloped away at our feet, a long easy slant, with good roads winding pleasantly here and there, and narrower paths besides.",0.836,,,
375,Science Fiction,Herland,"I have often groaned at home to see the offensive mess man made in the face of nature, even though I'm no art sharp, like Jeff.",-0.6369,,,
376,Science Fiction,Herland,"He examined the close ranks about us, reaching back far on every side, and murmured softly to me, ""Every one of 'em over forty as I'm a sinner.""",0.2023,,,
377,Science Fiction,Herland,"""We mustn't let them get us in this, boys.",0.0,,,
378,Science Fiction,Herland,"""We may never get out, if we do,"" I told them.",0.0,,,
379,Science Fiction,Herland,"There was some talk, not much, among them, and then suddenly there fell upon each of us at once a firm hand holding a wetted cloth before mouth and nose--an order of swimming sweetness--anesthesia.",0.4939,,,
380,Science Fiction,Herland,"Then we made a search of the big room again and found a large airy closet, holding plenty of clothing, but not ours.",0.0,,,
381,Science Fiction,The Invisible Man A Grotesque,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
382,Science Fiction,The Invisible Man A Grotesque,"""I prefer to keep them on,"" he said with emphasis, and she noticed that he wore big blue spectacles with sidelights, and had a bush side-whisker over his coat-collar that completely hid his cheeks and face.",-0.1761,,,
383,Science Fiction,The Invisible Man A Grotesque,But it was not that which startled Mrs. Hall.,0.1967,,,
384,Science Fiction,The Invisible Man A Grotesque,"""The poor soul's had an accident or an op'ration or somethin',"" said Mrs. Hall.",-0.7351,,,
385,Science Fiction,The Invisible Man A Grotesque,"""But they take long enough to get well, don't they?",0.3919,,,
386,Science Fiction,The Invisible Man A Grotesque,"Mrs. Hall,"" said he, ""but this is terrible weather for thin boots!""",-0.6643,,,
387,Science Fiction,The Invisible Man A Grotesque,"""But I'm really glad to have the clock seen to,"" he said, seeing a certain hesitation in Mr. Henfrey's manner.",0.664,,,
388,Science Fiction,The Invisible Man A Grotesque,"Being constitutionally of a curious nature, he had removed the works--a quite unnecessary proceeding--with the idea of delaying his departure and perhaps falling into conversation with the stranger.",0.1779,,,
389,Science Fiction,The Invisible Man A Grotesque,"said Hall, who was a man of sluggish apprehension.",-0.7003,,,
390,Science Fiction,The Invisible Man A Grotesque,"No sooner had Fearenside's dog caught sight of him, however, than it began to bristle and growl savagely, and when he rushed down the steps it gave an undecided hop, and then sprang straight at his hand.",-0.296,,,
391,Science Fiction,The Invisible Man A Grotesque,"""We'd better be a-takin' of his luggage in.""",0.4404,,,
392,Science Fiction,The Invisible Man A Grotesque,"If the straw makes trouble put it down in the bill.""",-0.4019,,,
393,Science Fiction,The Invisible Man A Grotesque,"Why, his nose is as pink as paint!""",0.0,,,
394,Science Fiction,The Invisible Man A Grotesque,"When questioned, she explained very carefully that he was an ""experimental investigator,"" going gingerly over the syllables as one who dreads pitfalls.",-0.2516,,,
395,Science Fiction,The Invisible Man A Grotesque,"Cuss, the general practitioner, was devoured by curiosity.",0.0,,,
396,Science Fiction,The Invisible Man A Grotesque,"""Went in,"" he gasped, ""and began to demand a subscription for that Nurse Fund.",-0.128,,,
397,Science Fiction,The Invisible Man A Grotesque,"Stared at me with those black goggles of his, and then at his sleeve.""",0.0,,,
398,Science Fiction,The Invisible Man A Grotesque,"She did not arouse her husband at first, but sat up in bed listening.",0.0,,,
399,Science Fiction,The Invisible Man A Grotesque,"Then Mrs. Bunting turned back the window-curtains, and Mr. Bunting looked up the chimney and probed it with the poker.",0.0,,,
400,Science Fiction,The Invisible Man A Grotesque,"But returning with the bottle, he noticed that the bolts of the fro",0.0,,,
401,Children's Fiction,Peter Pan,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
402,Children's Fiction,Peter Pan,"3, forgotten the white violets at the Cistercian abbey in which we cassocked our first fairies (all little friends of St. Benedict), or your cry to the Gods, 'Do I just kill one pirate all the time?'",-0.7841,,,
403,Children's Fiction,Peter Pan,"It was called Ibsen's Ghost , and was a parody of the mightiest craftsman that ever wrote for our kind friends in front.",0.6369,,,
404,Children's Fiction,Peter Pan,"Again, a large number of children whom I have seen playing Peter in their homes with careless mastership, constantly putting in better words, could have thrown it off with ease.",0.6124,,,
405,Children's Fiction,Peter Pan,"I see a change coming over him; he is blanching as he reads in the high-class magazine, Chatterbox , a fulmination against such literature, and sees that unless his greed for islands is quenched he is for ever lost.",-0.6124,,,
406,Children's Fiction,Peter Pan,"The idlers in court may have assumed that it is a handwritten screed, and are impressed by its bulk.",0.4767,,,
407,Children's Fiction,Peter Pan,"Listen again to our stolen saw-mill, man's proudest invention; when he made the saw-mill he beat the birds for music in a wood.",0.1027,,,
408,Children's Fiction,Peter Pan,"I know what that means and so do you, but we are not going to give away all our secrets.)",0.0,,,
409,Children's Fiction,Peter Pan,"How anxious he was to show that he understood the game, and more generous than you, he never pretended that he was the one who killed Captain Swarthy.",-0.4417,,,
410,Children's Fiction,Peter Pan,"It must not be thought, however, that there were any other sentimental passages between No.",0.0258,,,
411,Children's Fiction,Peter Pan,"Anything he shook his head over I abandoned, and conceivably the world has thus been deprived of masterpieces.",-0.4588,,,
412,Children's Fiction,Peter Pan,As the boat drew near the Kyle of Lochalsh pier I told Nos.,0.0,,,
413,Children's Fiction,Peter Pan,"As for ourselves, we have not been in it since we went back to reclaim our old Thesaurus.",0.0,,,
414,Children's Fiction,Peter Pan,"Darling, but like all treasures she was born to it.",0.8537,,,
415,Children's Fiction,Peter Pan,As she enters the room she is startled to see a strange little face outside the window and a hand groping as if it wanted to come in. ),0.1779,,,
416,Children's Fiction,Peter Pan,"He is really a good man as bread-winners go, and it is hard luck for him to be propelled into the room now, when if we had brought him in a few minutes earlier or later he might have made a fairer impression.",0.7713,,,
417,Children's Fiction,Peter Pan,"Mother, how did you get to know me?",0.0,,,
418,Children's Fiction,Peter Pan,Just then Nana came back and she at once sprang at him.,0.0,,,
419,Children's Fiction,Peter Pan,( This intimate scene is broken by the return of NANA with a bottle in her mouth .),-0.4767,,,
420,Children's Fiction,Peter Pan,"Michael, now you will see how father takes it.",0.0,,,
421,Children's Fiction,The Secret Garden,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
422,Children's Fiction,The Secret Garden,"she said, because to call a native a pig is the worst insult of all.",-0.8126,,,
423,Children's Fiction,The Secret Garden,"There was panic on every side, and dying people in all the bungalows.",-0.5106,,,
424,Children's Fiction,The Secret Garden,"But if every one had got well again, surely some one would remember and come to look for her.",0.7579,,,
425,Children's Fiction,The Secret Garden,That was why the place was so quiet.,0.0,,,
426,Children's Fiction,The Secret Garden,"""I am glad of it, too,"" answered Mary.",0.4588,,,
427,Children's Fiction,The Secret Garden,"She was a stout woman, with very red cheeks and sharp black eyes.",0.1779,,,
428,Children's Fiction,The Secret Garden,"She was the kind of woman who would ""stand no nonsense from young ones.""",-0.5994,,,
429,Children's Fiction,The Secret Garden,"""Not but that it's a grand big place in a gloomy way, and Mr. Craven's proud of it in his way--and that's gloomy enough, too.",0.7469,,,
430,Children's Fiction,The Secret Garden,"She had just remembered a French fairy story she had once read called ""Riquet à la Houppe.""",0.0,,,
431,Children's Fiction,The Secret Garden,"We're at Thwaite Station and we've got a long drive before us.""",0.0,,,
432,Children's Fiction,The Secret Garden,"At last the horses began to go more slowly, as if they were climbing up-hill, and presently there seemed to be no more hedges and no more trees.",-0.5267,,,
433,Children's Fiction,The Secret Garden,"At first Mary thought that there were no lights at all in the windows, but as she got out of the carriage she saw that one room in a corner up-stairs showed a dull glow.",-0.631,,,
434,Children's Fiction,The Secret Garden,"""Tha' thinks it's too big an' bare now.",0.0,,,
435,Children's Fiction,The Secret Garden,Mrs. Medlock gave me th' place out o' kindness.,0.4588,,,
436,Children's Fiction,The Secret Garden,They are not people--they're servants who must salaam to you.,0.0,,,
437,Children's Fiction,The Secret Garden,she said when Mary quietly held out her foot.,0.0,,,
438,Children's Fiction,The Secret Garden,"""I can't abide to see good victuals go to waste.",0.0258,,,
439,Children's Fiction,The Secret Garden,"He's got sheep on th' moor that knows him, an' birds as comes an' eats out of his hand.",0.4939,,,
440,Children's Fiction,The Secret Garden,"She went toward the wall and found that there was a green door in the ivy, and that it stood open.",0.0,,,
441,Children's Fiction,Pollyanna,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
442,Children's Fiction,Pollyanna,"I am a good woman, I hope; and I know my duty.""",0.7003,,,
443,Children's Fiction,Pollyanna,"Jennie had preferred these--quite naturally, perhaps; so she had married the minister, and had gone south with him as a home missionary's wife.",0.0,,,
444,Children's Fiction,Pollyanna,"I hope she did hear the bang,--I do, I do!""",0.4926,,,
445,Children's Fiction,Pollyanna,"""As if ever anybody could be fond of her!""",0.4926,,,
446,Children's Fiction,Pollyanna,"There were no drapery curtains at the dormer windows, no pictures on the wall.",-0.5267,,,
447,Children's Fiction,Pollyanna,"Short as had been Nancy's stay at the house, the two were already good friends.",0.7184,,,
